Plastic type,Replacement %,Particle size (mm),w/c ratio,Additive type,Additive %,Curing temperature (°C),Curing duration (days),Compressive strength (MPa),Flexural strength (MPa),Split tensile strength (MPa),Density (kg/m³),Water absorption (%),Thermal conductivity (W/m·K),Durability index
PVC,14.12,9.59,0.418,silica fume,16.4,19.3,27.8,13.96,2.42,1.3,2266.3,2.35,1.033,43.1
PVC,29.73,9.17,0.411,none,0.0,30.5,27.6,10.57,2.11,1.09,2179.2,4.03,0.707,20.6
PVC,14.62,1.27,0.441,none,0.0,28.4,28.2,11.1,1.99,1.02,2275.7,3.5,0.987,35.2
PVC,15.94,6.33,0.553,silica fume,9.5,54.2,14.3,7.6,1.66,0.73,2241.0,3.68,0.996,31.0
PVC,32.91,8.27,0.459,fly ash,12.6,18.1,3.1,5.0,1.38,0.53,2142.9,4.02,0.669,25.4
PVC,36.89,1.1,0.573,GGBS,19.6,18.6,3.3,5.24,1.18,0.45,2194.9,5.16,0.592,20.0
PVC,38.98,7.84,0.425,fly ash,29.1,20.0,55.8,16.5,2.62,1.66,2165.9,4.1,0.582,32.0
PVC,10.04,0.82,0.415,none,0.0,63.9,6.5,10.19,2.02,0.9,2275.3,3.11,1.119,26.1
PVC,26.1,1.74,0.364,none,0.0,52.1,6.8,5.46,1.28,0.46,2222.4,3.28,0.736,31.0
LDPE,24.39,3.37,0.555,silica fume,11.8,26.5,89.8,15.53,2.83,1.69,2185.8,3.74,0.979,33.8
LDPE,38.55,1.99,0.429,none,0.0,43.9,7.0,5.09,1.25,0.44,2076.2,4.48,0.721,18.4
LDPE,4.23,5.59,0.496,GGBS,26.1,18.1,27.6,27.08,3.57,2.77,2355.1,3.15,1.266,49.4
LDPE,14.63,14.35,0.532,silica fume,10.7,27.0,14.5,10.07,1.97,0.88,2257.3,3.47,1.188,36.6
LDPE,30.1,1.48,0.448,GGBS,21.0,49.4,55.7,18.16,2.2,1.64,2174.9,3.46,0.882,44.4
LDPE,4.37,4.29,0.387,silica fume,12.6,72.8,7.0,17.47,2.76,1.77,2330.3,2.14,1.333,46.6
LDPE,29.19,7.95,0.48,fly ash,27.4,25.3,27.6,11.35,2.15,1.12,2138.3,4.02,0.872,30.9
LDPE,13.02,8.53,0.521,fly ash,15.2,28.1,28.5,18.02,3.2,1.48,2283.4,3.92,1.092,34.1
LDPE,37.25,12.43,0.381,none,0.0,44.4,27.5,13.58,2.21,1.48,2073.3,4.06,0.812,31.9
LDPE,13.91,1.52,0.392,silica fume,9.9,40.6,56.2,31.11,4.04,3.14,2253.9,2.23,1.156,59.8
LDPE,37.67,7.26,0.493,silica fume,8.6,74.6,7.3,5.2,1.55,0.5,2107.7,3.95,0.787,22.2
LDPE,3.96,12.8,0.549,none,0.0,49.7,28.0,22.66,3.62,1.71,2322.1,4.37,1.253,40.2
LDPE,1.88,2.42,0.581,fly ash,25.7,60.7,7.4,13.77,2.19,1.39,2294.0,4.38,1.203,29.5
LDPE,35.18,13.74,0.532,none,0.0,47.3,14.1,6.97,1.65,0.64,2124.7,5.15,0.819,15.9
LDPE,29.38,4.18,0.432,fly ash,27.1,23.4,28.5,12.49,2.19,1.1,2133.0,3.58,0.871,33.2
LDPE,36.99,2.44,0.407,GGBS,18.9,27.3,28.4,12.15,2.28,1.07,2157.8,3.67,0.827,29.5
LDPE,11.49,2.11,0.466,fly ash,22.9,18.1,13.8,15.79,2.63,1.57,2268.3,3.18,1.148,42.4
LDPE,24.53,1.81,0.419,fly ash,29.2,43.7,6.9,5.28,1.51,0.48,2160.6,3.45,0.878,26.4
LDPE,28.04,4.64,0.569,fly ash,24.0,23.7,28.0,9.78,1.78,0.98,2169.0,4.72,0.877,24.8
LDPE,0.71,1.48,0.605,silica fume,10.4,22.6,28.0,28.4,3.73,2.69,2380.6,3.88,1.4,48.8
LDPE,28.55,7.2,0.412,fly ash,15.0,56.8,55.8,17.95,2.9,1.61,2162.0,3.69,0.804,41.9
LDPE,9.93,6.24,0.496,silica fume,19.4,21.8,28.1,24.53,3.23,2.66,2304.1,2.86,1.174,50.6
LDPE,38.99,1.93,0.535,fly ash,10.6,26.2,14.0,6.46,1.34,0.6,2054.6,4.69,0.663,23.8
LDPE,12.67,1.49,0.464,none,0.0,37.5,6.7,8.1,1.76,0.76,2257.4,3.69,1.12,27.1
LDPE,32.72,3.68,0.426,silica fume,7.5,48.9,27.8,12.26,2.32,1.12,2143.9,3.03,0.845,39.2
LDPE,17.27,3.66,0.467,none,0.0,48.1,14.2,8.18,1.8,0.84,2210.7,4.06,1.089,28.5
LDPE,27.7,2.95,0.463,none,0.0,19.7,28.5,10.29,2.01,0.88,2143.0,4.6,0.865,22.4
LDPE,31.85,1.62,0.46,none,0.0,28.6,90.0,15.42,2.27,1.16,2097.7,4.41,0.838,26.4
LDPE,39.89,14.9,0.562,GGBS,12.3,43.3,28.1,9.27,1.96,0.99,2047.5,4.57,0.729,27.2
LDPE,23.67,8.35,0.489,silica fume,7.6,62.8,27.8,12.64,2.48,1.38,2209.8,3.32,0.996,38.2
LDPE,20.87,3.27,0.506,fly ash,23.3,27.9,89.6,17.93,2.72,1.37,2200.7,4.28,0.956,34.1
LDPE,33.84,8.42,0.456,none,0.0,21.1,3.0,5.0,1.34,0.42,2145.5,4.56,0.83,21.7
LDPE,13.39,13.62,0.466,fly ash,29.7,20.2,6.9,8.46,1.68,0.69,2266.7,3.64,1.078,30.7
LDPE,10.43,5.77,0.42,fly ash,10.1,53.3,6.7,10.96,2.24,0.93,2308.7,3.2,1.11,30.7
LDPE,34.66,2.39,0.5,fly ash,26.5,67.3,6.7,5.0,1.41,0.54,2091.2,4.15,0.746,26.6
LDPE,0.22,1.29,0.536,GGBS,27.2,21.2,7.0,12.37,2.3,1.15,2337.4,3.64,1.37,36.9
LDPE,18.46,7.59,0.525,GGBS,21.9,19.9,28.3,9.41,2.2,0.91,2231.2,3.49,1.093,29.1
LDPE,33.94,1.13,0.538,fly ash,28.3,24.4,28.2,11.01,1.68,1.15,2105.3,4.76,0.83,22.1
LDPE,9.26,2.45,0.5,silica fume,9.5,46.0,27.5,26.36,3.59,2.39,2281.6,3.18,1.274,44.9
LDPE,34.78,1.83,0.452,none,0.0,23.6,55.7,14.79,2.63,1.25,2112.0,4.39,0.843,26.5
LDPE,32.29,1.06,0.35,none,0.0,37.7,6.6,5.66,1.37,0.46,2106.5,3.21,0.827,31.3
LDPE,33.04,5.93,0.51,silica fume,15.8,75.9,7.3,5.24,1.43,0.48,2101.2,3.9,0.845,23.1
LDPE,35.53,1.75,0.417,none,0.0,23.9,56.2,14.96,2.62,1.49,2084.0,3.96,0.686,32.8
LDPE,10.03,1.73,0.414,fly ash,19.2,42.1,7.3,12.43,2.25,1.25,2251.7,2.84,1.117,40.7
LDPE,20.95,6.31,0.449,silica fume,9.0,29.6,3.0,5.62,1.29,0.54,2198.0,3.11,1.106,32.1
LDPE,2.02,7.99,0.391,fly ash,19.1,41.7,13.9,29.01,3.7,2.59,2370.0,2.59,1.259,52.7
LDPE,6.23,3.99,0.563,fly ash,18.2,63.0,6.6,10.22,2.1,0.96,2316.3,4.17,1.276,29.4
LDPE,36.88,1.18,0.542,fly ash,22.5,56.5,27.6,10.99,2.01,0.98,2085.5,5.2,0.74,23.6
LDPE,21.45,1.44,0.493,silica fume,17.8,28.1,55.9,14.97,2.62,1.37,2189.7,3.47,1.029,35.0
LDPE,31.04,7.21,0.575,silica fume,7.4,45.1,56.5,12.88,2.19,1.42,2138.9,4.26,0.846,28.1
LDPE,6.41,4.81,0.487,silica fume,16.7,46.8,28.0,27.74,3.51,2.62,2299.5,2.86,1.276,53.8
LDPE,19.97,1.61,0.391,none,0.0,40.5,28.2,11.21,2.08,1.19,2261.4,3.35,0.993,32.6
LDPE,11.05,2.13,0.431,GGBS,22.7,21.1,55.6,30.87,4.27,2.89,2275.0,2.93,1.149,56.5
LDPE,27.86,1.32,0.44,fly ash,14.5,39.3,13.7,7.9,1.78,0.63,2172.1,3.96,0.918,31.3
LDPE,12.67,3.89,0.551,none,0.0,49.8,55.7,24.15,3.29,2.39,2223.7,4.58,1.136,35.0
LDPE,26.66,4.78,0.539,GGBS,10.5,22.8,14.1,7.26,1.49,0.79,2157.1,4.32,0.978,25.3
LDPE,18.78,3.53,0.361,GGBS,25.8,27.8,3.5,5.41,1.44,0.41,2265.4,2.42,1.077,32.6
LDPE,7.6,2.0,0.508,none,0.0,44.7,6.9,9.78,2.1,0.93,2277.7,3.99,1.177,26.6
LDPE,8.87,14.73,0.438,GGBS,29.7,40.7,3.0,6.0,1.75,0.62,2304.9,2.29,1.198,33.0
LDPE,7.57,1.27,0.405,fly ash,24.0,22.3,28.1,28.99,3.8,2.29,2271.5,2.54,1.222,50.2
LDPE,38.49,5.84,0.501,fly ash,27.8,28.0,28.1,9.91,2.21,0.83,2059.6,4.59,0.707,28.6
LDPE,25.84,6.23,0.412,fly ash,21.3,29.3,13.7,8.55,1.81,0.65,2138.3,3.31,0.886,32.9
LDPE,16.37,5.23,0.375,GGBS,14.3,27.4,3.0,5.0,1.36,0.4,2255.5,2.61,1.082,28.8
LDPE,19.25,3.53,0.483,silica fume,15.1,18.6,7.4,5.15,1.33,0.52,2210.8,3.22,1.016,33.5
LDPE,26.18,12.64,0.479,fly ash,13.0,43.3,89.7,17.76,2.68,1.61,2144.8,4.07,0.888,29.2
LDPE,33.46,5.23,0.471,silica fume,17.1,66.9,7.1,5.0,1.43,0.52,2106.5,3.65,0.918,31.3
LDPE,12.32,2.69,0.565,none,0.0,31.7,55.7,23.28,3.31,2.49,2258.2,4.95,1.177,37.0
LDPE,17.8,5.77,0.37,silica fume,7.1,22.6,7.1,5.48,1.43,0.5,2253.2,2.06,1.116,40.2
LDPE,9.69,1.01,0.491,GGBS,24.4,22.4,3.2,5.96,1.14,0.47,2276.8,3.14,1.156,30.0
LDPE,6.07,1.3,0.513,fly ash,13.9,26.3,7.0,11.82,2.15,1.08,2317.5,3.72,1.187,35.0
LDPE,16.37,8.71,0.512,none,0.0,44.8,6.7,5.5,1.31,0.54,2250.6,4.53,1.09,14.7
LDPE,30.55,6.17,0.435,fly ash,20.8,22.6,55.5,15.11,2.69,1.47,2136.0,3.41,0.93,32.5
LDPE,28.11,3.2,0.375,fly ash,13.0,70.3,14.5,10.52,1.92,1.02,2203.8,3.28,0.896,29.3
LDPE,13.16,1.1,0.424,fly ash,11.5,18.4,55.5,26.24,3.7,2.33,2281.3,2.87,1.083,47.4
LDPE,22.96,1.49,0.385,silica fume,12.9,30.1,27.8,12.35,2.17,1.17,2209.5,2.65,1.052,40.7
LDPE,8.55,4.06,0.48,fly ash,23.7,21.2,89.5,42.02,4.92,4.28,2251.8,3.69,1.177,62.2
LDPE,15.21,2.64,0.377,silica fume,10.8,24.7,7.1,8.8,2.06,0.95,2250.1,2.47,1.168,36.0
LDPE,24.74,9.52,0.44,fly ash,19.9,38.3,27.5,12.94,2.18,1.12,2143.2,3.57,0.841,33.1
LDPE,26.81,1.28,0.581,none,0.0,21.3,27.5,8.52,1.87,0.85,2157.0,5.2,0.914,15.6
LDPE,16.84,1.9,0.582,silica fume,13.7,24.1,13.9,8.28,1.78,0.63,2202.1,3.75,1.09,25.8
LDPE,24.7,3.58,0.35,fly ash,14.6,21.1,27.9,13.41,2.43,1.05,2178.1,2.35,0.938,37.7
LDPE,17.23,8.22,0.501,fly ash,23.2,59.2,27.7,11.8,2.33,1.2,2233.7,3.92,1.053,31.4
LDPE,26.79,1.51,0.439,none,0.0,47.0,14.1,7.01,1.84,0.69,2144.4,4.02,0.92,21.1
LDPE,20.95,4.03,0.416,fly ash,15.2,29.2,13.6,8.08,1.66,0.69,2182.1,3.44,0.93,33.8
LDPE,30.06,3.98,0.488,fly ash,13.2,39.1,14.4,7.92,1.67,0.84,2094.4,4.24,0.773,33.6
LDPE,4.46,2.53,0.505,fly ash,27.7,29.6,3.3,7.44,1.55,0.63,2356.2,3.55,1.299,36.2
LDPE,24.31,10.37,0.41,none,0.0,30.0,56.2,15.59,2.74,1.67,2176.0,3.14,0.95,30.6
LDPE,33.4,1.09,0.615,fly ash,16.3,23.8,28.3,8.64,1.81,0.89,2097.5,5.8,0.819,20.4
LDPE,37.94,1.42,0.446,none,0.0,40.5,6.5,5.26,1.21,0.43,2094.4,4.5,0.706,23.1
LDPE,26.34,9.49,0.482,fly ash,23.1,39.2,6.6,5.22,1.3,0.47,2188.0,4.03,0.964,28.3
LDPE,24.31,12.38,0.545,fly ash,25.4,22.4,28.0,10.54,2.02,1.09,2220.4,4.63,0.894,26.2
LDPE,10.32,12.19,0.38,none,0.0,18.3,28.0,25.49,3.28,2.35,2289.4,2.04,1.268,47.6
LDPE,32.29,12.57,0.532,none,0.0,24.1,3.0,5.19,1.2,0.41,2109.9,4.75,0.86,19.5
LDPE,11.6,12.89,0.454,GGBS,15.5,77.6,27.7,25.19,3.49,2.21,2289.3,3.18,1.18,46.5
LDPE,39.23,14.19,0.536,GGBS,15.6,63.3,28.4,10.99,2.17,1.01,2074.2,4.94,0.764,28.9
LDPE,18.23,3.59,0.516,GGBS,19.8,20.8,14.3,6.89,1.59,0.55,2211.8,3.81,1.045,32.2
LDPE,16.35,1.59,0.357,none,0.0,75.9,7.2,7.53,1.56,0.8,2229.3,2.67,1.083,25.7
LDPE,5.67,12.94,0.401,fly ash,11.7,27.0,27.6,31.83,3.71,3.26,2339.4,2.41,1.164,52.6
LDPE,3.29,6.45,0.496,none,0.0,64.2,14.4,21.29,3.05,2.25,2336.4,3.8,1.316,33.7
LDPE,37.52,12.17,0.35,silica fume,7.8,49.6,14.0,10.92,2.09,0.89,2084.6,2.69,0.768,38.0
LDPE,33.08,1.35,0.562,none,0.0,18.9,27.8,8.0,1.82,0.69,2137.1,5.15,0.816,25.6
LDPE,34.64,12.74,0.398,fly ash,12.5,52.9,55.8,18.1,3.01,1.62,2156.6,3.92,0.738,37.5
LDPE,5.46,1.65,0.553,silica fume,8.2,23.1,28.5,26.22,2.85,2.46,2273.4,3.34,1.291,49.0
LDPE,34.83,1.89,0.444,silica fume,5.3,25.4,28.0,11.38,1.91,1.11,2073.3,3.61,0.783,34.3
LDPE,15.67,1.53,0.455,silica fume,17.7,26.5,7.0,7.51,1.54,0.57,2233.3,3.12,1.198,32.5
LDPE,17.3,1.36,0.558,silica fume,5.2,25.0,6.6,5.59,1.45,0.48,2209.2,3.67,1.093,31.3
LDPE,25.79,4.35,0.523,GGBS,21.4,51.5,3.2,5.34,1.27,0.45,2138.5,3.91,0.967,29.8
LDPE,32.32,2.51,0.591,silica fume,16.1,42.6,6.8,5.47,1.34,0.6,2100.6,4.84,0.943,28.4
LDPE,19.17,9.27,0.553,GGBS,26.0,22.4,55.9,15.27,2.12,1.41,2207.1,4.03,1.18,33.6
LDPE,22.8,2.7,0.428,GGBS,25.2,53.6,28.4,12.86,2.4,1.01,2221.8,2.96,1.001,37.6
LDPE,0.23,4.44,0.495,GGBS,14.7,29.4,28.1,29.98,3.4,2.81,2386.6,2.72,1.367,59.0
LDPE,15.46,1.7,0.457,fly ash,13.0,22.6,14.1,10.67,1.93,1.12,2263.7,3.45,1.076,29.8
LDPE,2.85,7.04,0.508,GGBS,16.0,74.7,28.5,31.41,3.58,3.2,2315.5,3.45,1.319,49.2
LDPE,22.58,2.03,0.42,none,0.0,49.1,14.1,8.03,1.59,0.63,2225.0,3.31,0.998,25.1
LDPE,1.63,2.52,0.398,GGBS,26.0,24.3,27.9,35.73,4.39,2.82,2344.2,2.32,1.281,57.8
LDPE,34.67,14.58,0.539,silica fume,16.9,23.0,27.9,10.82,1.78,0.82,2102.3,4.54,0.793,30.2
LDPE,39.38,1.48,0.438,GGBS,12.7,50.2,27.9,12.2,2.03,1.0,2076.7,4.1,0.678,29.0
LDPE,36.61,2.5,0.414,GGBS,29.7,46.8,27.7,13.06,2.33,1.18,2114.5,3.64,0.773,31.7
LDPE,15.21,9.1,0.364,GGBS,17.1,33.3,55.9,28.33,3.5,2.18,2245.3,2.04,1.114,51.9
LDPE,28.18,3.15,0.536,fly ash,20.0,24.3,89.7,14.41,2.68,1.51,2132.3,4.6,0.852,31.5
LDPE,36.18,1.69,0.585,GGBS,11.6,41.8,13.8,5.64,1.48,0.5,2068.6,5.03,0.785,18.8
LDPE,28.6,4.84,0.558,fly ash,27.6,18.2,56.4,12.52,2.17,1.22,2151.0,4.57,0.837,28.3
LDPE,25.87,1.21,0.447,fly ash,19.3,26.2,90.0,19.56,2.68,1.53,2155.3,3.83,0.825,39.4
LDPE,23.29,1.82,0.452,fly ash,21.0,24.9,28.3,10.07,2.15,0.96,2160.2,3.45,0.89,28.4
LDPE,17.61,1.98,0.482,silica fume,10.4,41.2,28.1,13.05,2.48,1.41,2221.4,3.19,1.144,30.7
LDPE,32.73,1.13,0.504,none,0.0,37.9,7.1,5.4,1.28,0.46,2114.8,5.01,0.871,26.3
LDPE,32.78,9.17,0.459,GGBS,23.4,26.5,28.5,10.93,2.09,1.1,2118.9,3.69,0.856,30.8
LDPE,27.22,2.54,0.466,GGBS,25.1,18.3,27.9,10.89,2.25,0.89,2119.6,3.31,0.888,36.8
LDPE,28.55,1.01,0.35,silica fume,6.1,27.3,55.6,16.39,2.99,1.33,2205.2,2.39,0.947,54.9
LDPE,8.66,3.83,0.491,none,0.0,54.2,14.4,16.45,2.77,1.79,2264.7,3.91,1.195,32.1
LDPE,31.03,1.05,0.385,GGBS,27.5,51.7,28.1,14.96,2.37,1.35,2154.8,2.92,0.9,39.9
LDPE,36.48,13.76,0.452,silica fume,10.8,26.4,6.7,5.0,1.42,0.54,2065.5,3.4,0.804,31.1
LDPE,39.87,3.04,0.545,silica fume,15.2,25.9,28.5,9.89,2.17,0.75,2061.0,4.29,0.724,25.4
LDPE,10.7,3.42,0.491,GGBS,17.5,40.0,27.9,21.21,3.09,2.03,2292.8,2.97,1.158,41.4
LDPE,36.97,5.47,0.65,silica fume,18.5,19.6,14.4,6.57,1.47,0.62,2084.7,5.04,0.715,22.2
LDPE,25.56,8.16,0.485,GGBS,17.5,25.7,55.7,14.87,2.59,1.57,2218.6,3.61,0.933,41.3
LDPE,16.65,3.7,0.577,fly ash,18.9,78.4,3.0,5.0,1.39,0.39,2217.6,4.94,1.099,25.1
LDPE,0.72,1.29,0.378,fly ash,15.9,21.0,28.3,32.58,4.75,3.53,2379.8,2.1,1.205,56.8
LDPE,19.82,5.34,0.35,silica fume,16.4,51.3,28.3,16.07,2.75,1.29,2215.2,2.29,1.103,39.9
LDPE,37.99,7.3,0.516,silica fume,18.2,33.7,13.9,7.53,1.73,0.66,2072.1,3.84,0.752,29.5
LDPE,19.69,1.18,0.385,silica fume,14.0,30.4,7.1,5.44,1.48,0.59,2249.6,2.76,1.066,37.4
LDPE,27.85,3.15,0.561,silica fume,10.2,22.7,56.3,13.99,2.28,1.05,2158.8,4.22,0.961,30.5
LDPE,17.56,3.6,0.35,none,0.0,29.1,56.3,17.35,3.24,1.35,2229.3,2.8,1.092,37.5
LDPE,29.65,5.72,0.472,GGBS,21.1,21.6,90.0,18.64,2.62,2.01,2174.3,3.28,0.882,39.1
LDPE,32.53,8.11,0.491,none,0.0,47.7,14.2,6.54,1.48,0.57,2117.8,5.02,0.815,20.5
LDPE,10.72,1.14,0.542,GGBS,16.2,48.8,14.4,16.35,2.56,1.79,2260.6,4.1,1.141,35.8
LDPE,23.73,1.02,0.516,GGBS,14.9,48.1,6.5,5.0,1.28,0.42,2187.3,4.53,0.97,25.9
LDPE,19.88,5.36,0.544,silica fume,18.8,45.9,6.6,5.0,1.32,0.43,2170.7,3.47,1.063,26.8
LDPE,34.28,5.25,0.433,fly ash,19.2,19.4,27.5,11.27,2.07,1.15,2101.0,4.16,0.781,33.0
LDPE,10.77,11.82,0.473,GGBS,27.1,22.9,27.8,23.81,3.26,2.35,2239.4,3.05,1.15,47.1
LDPE,11.04,5.64,0.476,silica fume,10.6,18.4,90.0,39.6,3.42,3.19,2247.2,3.09,1.3,60.2
LDPE,9.62,14.28,0.445,fly ash,13.3,18.2,28.3,24.85,3.4,2.19,2296.0,3.34,1.126,43.1
LDPE,22.51,1.18,0.49,silica fume,15.4,19.1,28.3,11.45,1.99,1.13,2190.3,3.64,0.997,36.2
LDPE,15.89,9.52,0.421,none,0.0,21.3,28.3,14.2,2.49,1.38,2276.3,3.48,1.082,34.4
LDPE,37.82,6.27,0.562,fly ash,12.7,25.8,7.1,5.41,1.24,0.44,2068.2,4.94,0.722,22.0
LDPE,37.45,1.98,0.432,fly ash,13.5,27.2,14.2,8.36,1.7,0.72,2072.6,4.09,0.753,25.9
LDPE,25.22,1.97,0.448,none,0.0,32.0,28.1,10.6,1.85,1.05,2174.9,4.06,0.969,29.3
LDPE,13.96,3.02,0.559,GGBS,10.9,23.5,28.3,14.97,2.49,1.63,2214.7,3.92,1.099,32.1
LDPE,12.59,13.67,0.426,fly ash,17.3,28.7,6.7,9.47,2.12,0.95,2273.2,3.26,1.097,37.1
LDPE,39.08,2.19,0.522,none,0.0,22.2,14.0,5.98,1.5,0.61,2104.9,5.64,0.734,12.4
LDPE,25.1,2.81,0.482,GGBS,18.4,20.4,3.0,5.17,1.35,0.49,2182.9,3.32,0.923,26.3
LDPE,25.75,9.49,0.466,silica fume,7.1,56.9,14.3,7.97,1.81,0.84,2168.8,3.14,0.987,32.2
LDPE,3.95,6.07,0.497,none,0.0,22.5,28.5,24.4,3.61,2.64,2328.2,3.22,1.252,39.6
LDPE,28.69,1.31,0.458,fly ash,20.9,28.0,56.4,15.37,2.27,1.51,2123.0,3.87,0.828,34.9
LDPE,20.27,2.34,0.511,silica fume,10.6,26.9,7.2,5.26,1.26,0.42,2226.4,3.66,1.023,27.9
LDPE,0.35,2.35,0.622,none,0.0,55.3,13.6,17.94,2.7,1.88,2351.1,4.92,1.453,23.9
LDPE,27.95,1.97,0.461,GGBS,12.4,29.5,28.4,10.01,2.17,0.8,2143.7,3.71,0.828,34.1
LDPE,14.35,1.77,0.535,none,0.0,20.6,28.2,14.64,2.58,1.24,2251.9,3.98,1.225,37.5
LDPE,1.35,6.15,0.446,fly ash,29.4,36.5,27.6,30.79,4.03,2.95,2348.6,2.84,1.284,50.7
LDPE,39.51,1.04,0.581,silica fume,9.1,46.4,7.1,5.23,1.24,0.55,2045.4,4.69,0.76,26.5
LDPE,17.94,3.22,0.424,silica fume,15.3,29.7,28.1,13.22,2.05,0.99,2195.6,3.23,1.074,39.6
LDPE,32.47,2.17,0.35,silica fume,9.1,26.7,7.4,6.56,1.32,0.68,2146.3,2.88,0.829,36.9
LDPE,19.09,1.65,0.479,silica fume,8.3,18.6,6.9,5.0,1.34,0.55,2208.6,3.17,1.043,30.4
LDPE,10.19,6.0,0.446,GGBS,24.2,20.9,14.1,15.88,2.81,1.46,2244.9,2.96,1.141,38.8
LDPE,30.62,1.21,0.507,fly ash,24.3,20.4,55.9,15.27,2.77,1.17,2152.3,4.85,0.797,30.0
LDPE,8.45,14.15,0.491,silica fume,8.3,68.8,7.0,11.58,2.11,1.1,2257.4,3.13,1.293,35.6
LDPE,39.91,5.28,0.43,none,0.0,19.1,28.1,10.87,2.17,1.05,2070.2,4.15,0.662,27.0
LDPE,24.64,1.1,0.452,none,0.0,28.1,7.3,5.0,1.3,0.5,2186.9,4.4,0.881,17.5
LDPE,3.35,1.18,0.535,fly ash,24.8,27.7,28.3,26.72,3.99,2.3,2343.2,3.59,1.23,45.6
LDPE,37.94,2.91,0.43,fly ash,28.6,28.6,28.0,12.69,2.27,1.07,2147.5,4.05,0.679,29.3
LDPE,12.41,1.66,0.393,GGBS,24.7,79.6,28.0,25.39,3.53,2.32,2302.6,2.69,1.124,45.9
LDPE,9.71,4.06,0.447,silica fume,11.4,42.3,6.7,12.55,2.07,1.36,2265.2,2.44,1.222,43.7
LDPE,30.35,12.58,0.473,GGBS,12.5,27.7,28.1,10.21,2.15,0.82,2133.4,3.61,0.92,29.4
LDPE,30.04,4.57,0.416,fly ash,20.9,49.7,6.7,5.33,1.47,0.49,2129.9,3.66,0.824,29.9
LDPE,23.91,1.32,0.492,none,0.0,28.2,7.4,5.33,1.44,0.45,2182.3,4.05,1.028,22.3
LDPE,27.05,1.32,0.649,silica fume,9.0,26.2,27.9,8.91,1.72,0.95,2180.2,4.84,0.931,29.6
LDPE,37.98,1.89,0.469,none,0.0,23.6,28.0,10.47,2.14,1.04,2085.1,5.17,0.692,25.1
LDPE,3.82,1.22,0.507,silica fume,10.5,27.5,3.2,6.6,1.68,0.59,2281.5,3.25,1.336,32.2
LDPE,22.33,8.82,0.525,silica fume,14.9,36.5,28.0,10.72,2.12,0.84,2187.3,3.47,1.044,30.8
LDPE,4.39,7.62,0.398,none,0.0,56.2,27.6,32.57,4.23,3.08,2306.1,2.58,1.308,54.5
LDPE,10.88,7.03,0.35,fly ash,23.3,24.0,27.9,28.86,3.18,2.25,2295.4,2.34,1.1,50.7
LDPE,21.29,1.63,0.588,silica fume,15.6,27.0,6.5,5.26,1.26,0.49,2155.1,4.69,1.009,23.1
LDPE,37.6,1.93,0.548,none,0.0,23.4,89.7,15.61,2.51,1.26,2030.5,5.43,0.738,24.9
LDPE,20.44,2.97,0.4,none,0.0,33.1,27.8,11.63,2.23,1.12,2215.4,3.31,0.937,30.6
LDPE,27.9,12.96,0.454,silica fume,19.9,20.8,7.3,5.37,1.41,0.48,2145.3,3.68,0.865,25.2
LDPE,35.86,6.69,0.549,GGBS,22.9,24.8,6.6,5.0,1.22,0.53,2075.5,4.45,0.777,22.8
LDPE,2.41,10.07,0.359,GGBS,29.7,64.7,6.7,17.19,2.76,1.68,2345.9,1.8,1.303,47.9
LDPE,13.18,14.85,0.495,GGBS,12.8,25.9,14.1,10.32,2.17,0.86,2277.6,3.29,1.22,31.2
LDPE,11.88,4.89,0.528,GGBS,24.4,22.9,27.5,20.75,3.29,1.83,2238.9,3.78,1.153,37.8
LDPE,10.3,2.16,0.497,GGBS,13.7,29.3,6.5,10.19,1.95,0.84,2279.9,3.44,1.212,37.9
LDPE,34.81,2.35,0.625,fly ash,18.0,29.9,28.1,9.52,1.73,0.98,2101.2,5.37,0.815,20.7
LDPE,9.77,4.62,0.615,silica fume,18.9,26.5,56.2,27.74,3.64,2.3,2262.7,4.15,1.238,43.4
LDPE,12.35,3.88,0.529,silica fume,14.8,27.8,55.6,26.85,3.76,2.94,2254.2,3.18,1.173,48.1
LDPE,25.25,6.1,0.525,GGBS,14.1,20.5,56.2,12.78,2.22,0.97,2151.0,4.0,0.991,24.2
LDPE,16.11,13.17,0.441,none,0.0,31.8,90.0,22.04,3.39,1.88,2233.2,3.65,1.083,41.5
LDPE,5.81,3.36,0.432,none,0.0,30.3,14.0,17.74,3.26,1.69,2300.9,3.0,1.281,38.8
LDPE,8.27,13.19,0.428,GGBS,11.6,20.4,28.0,25.46,3.31,2.13,2349.1,3.04,1.181,48.3
LDPE,26.56,3.1,0.545,fly ash,11.1,71.9,89.8,16.87,2.79,1.59,2132.0,4.59,0.888,33.5
LDPE,3.78,13.68,0.519,none,0.0,28.7,28.1,26.33,3.91,2.66,2342.6,4.25,1.34,34.5
LDPE,22.42,1.62,0.436,GGBS,19.6,25.9,27.7,10.15,2.29,1.09,2178.0,2.49,0.974,34.8
LDPE,15.97,6.84,0.367,none,0.0,25.9,28.0,15.14,2.42,1.25,2262.7,3.19,1.099,40.8
LDPE,10.81,2.84,0.369,silica fume,12.8,25.9,7.2,13.42,2.27,1.17,2249.1,2.02,1.216,45.1
LDPE,22.38,1.06,0.526,none,0.0,19.8,27.8,8.94,1.98,0.94,2191.6,4.84,0.952,22.3
