plastic_type,plastic_type_enc,replacement_pct,particle_size_mm,wc_ratio,additive_type,additive_type_enc,additive_pct,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,score_paving_block_light,suitable_paving_block_light,score_paving_block_heavy,suitable_paving_block_heavy,score_floor_tile_indoor,suitable_floor_tile_indoor,score_floor_tile_outdoor,suitable_floor_tile_outdoor,score_hollow_concrete_block,suitable_hollow_concrete_block,score_lightweight_partition_block,suitable_lightweight_partition_block,score_structural_concrete,suitable_structural_concrete,score_nonstructural_concrete_fill,suitable_nonstructural_concrete_fill,score_plastic_sand_paver,suitable_plastic_sand_paver,score_wall_cladding_panel,suitable_wall_cladding_panel,score_thermal_insulation_panel,suitable_thermal_insulation_panel,score_kerb_stone,suitable_kerb_stone,primary_application
LDPE,2,1.6,2.6,0.63,fly_ash,1,20.9,68.9,22,14.46,1.95,0.98,2327.7,2.41,0.95,82.3,76.5,1,48.47,0,30.4,0,22.67,0,100.0,1,66.22,1,57.51,1,85.47,1,54.28,0,66.01,1,48.86,0,68.75,1,hollow_concrete_block
LDPE,2,13.6,8.5,0.37,silica_fume,2,2.3,38.5,41,20.53,3.1,2.45,2197.0,3.71,0.839,84.0,80.6,1,47.36,0,35.47,0,28.28,0,100.0,1,69.1,1,77.4,1,86.39,1,62.37,1,68.78,1,52.71,0,67.1,1,hollow_concrete_block
PVC,3,0.9,19.6,0.45,none,0,0.0,72.2,70,27.92,3.77,2.93,2370.2,2.12,0.982,100.0,94.78,1,64.17,1,49.92,0,38.84,0,100.0,1,65.45,1,80.8,1,85.19,1,72.23,1,65.29,1,47.88,0,85.98,1,hollow_concrete_block
PP,4,24.0,2.5,0.38,silica_fume,2,23.0,39.1,18,19.1,3.03,1.65,2003.8,3.36,0.637,76.0,79.28,1,45.53,0,34.61,0,27.4,0,100.0,1,75.89,1,65.88,1,87.97,1,60.47,1,75.76,1,62.66,1,65.72,1,hollow_concrete_block
HDPE,1,23.1,11.9,0.37,none,0,0.0,36.6,73,24.31,3.16,2.13,1966.1,6.11,0.632,81.1,73.17,1,44.94,0,36.57,0,29.79,0,100.0,1,76.44,1,73.18,1,88.31,1,62.96,1,74.26,1,63.15,1,61.62,1,hollow_concrete_block
PP,4,36.5,2.1,0.56,silica_fume,2,27.2,59.5,15,10.27,1.18,1.31,1871.3,4.36,0.457,56.3,57.31,1,32.7,0,19.34,0,14.57,0,100.0,1,81.38,1,36.65,0,89.24,1,48.69,0,86.41,1,78.2,1,46.78,0,hollow_concrete_block
PVC,3,30.1,1.3,0.63,fibres,3,2.8,40.0,9,1.0,0.5,0.3,2124.6,7.78,0.565,49.0,35.86,0,21.29,0,5.68,0,4.04,0,51.9,0,49.09,0,37.42,0,43.61,0,25.33,0,51.98,0,56.89,1,28.11,0,thermal_insulation_panel
HDPE,1,2.7,19.0,0.53,none,0,0.0,73.5,8,12.97,2.46,1.18,2252.5,1.65,1.026,83.1,73.98,1,54.54,0,35.28,0,25.74,0,100.0,1,65.75,1,60.6,1,85.98,1,52.29,0,65.07,1,47.27,0,66.65,1,hollow_concrete_block
PVC,3,32.4,8.4,0.38,fly_ash,1,17.7,53.7,34,15.31,1.61,1.38,2033.3,7.92,0.494,56.8,54.99,0,33.75,0,22.7,0,18.1,0,96.04,1,79.67,1,56.75,1,87.71,1,43.98,0,77.98,1,73.42,1,45.49,0,hollow_concrete_block
PET,0,13.4,4.1,0.63,none,0,0.0,57.9,5,5.82,1.18,0.63,2238.4,4.05,0.651,65.0,56.91,1,32.25,0,15.35,0,11.38,0,100.0,1,73.35,1,45.05,0,74.88,1,42.76,0,68.51,1,60.8,1,45.74,0,hollow_concrete_block
PVC,3,8.7,14.3,0.4,fly_ash,1,29.7,20.3,69,35.47,5.07,4.2,2288.2,4.66,0.898,96.4,88.41,1,59.61,1,53.87,0,44.33,0,100.0,1,67.33,1,89.85,1,85.73,1,75.0,1,67.14,1,50.47,0,81.77,1,hollow_concrete_block
LDPE,2,23.1,14.7,0.6,fibres,3,16.4,23.6,30,10.34,1.98,1.4,2002.4,6.26,0.582,74.0,53.56,0,32.31,0,19.55,0,15.72,0,100.0,1,77.89,1,50.66,0,87.98,1,43.61,0,75.92,1,66.23,1,43.95,0,hollow_concrete_block
PP,4,26.7,4.3,0.51,silica_fume,2,4.1,78.4,55,17.64,2.48,1.63,1975.0,6.41,0.604,71.7,62.44,1,38.06,0,28.0,0,22.67,0,100.0,1,77.33,1,60.28,1,88.23,1,52.64,0,74.77,1,64.86,1,52.01,0,hollow_concrete_block
PP,4,11.5,5.4,0.61,none,0,0.0,62.4,35,11.68,1.93,1.32,2154.3,3.67,0.815,80.6,68.55,1,39.36,0,23.77,0,18.32,0,100.0,1,69.93,1,64.83,1,86.71,1,50.57,0,69.53,1,53.73,0,56.11,1,hollow_concrete_block
Mixed,5,24.2,0.5,0.38,fly_ash,1,22.4,61.5,76,29.74,3.97,3.03,2037.6,6.71,0.654,81.4,79.52,1,49.39,0,43.64,0,35.95,0,99.84,1,75.02,1,87.41,1,87.67,1,67.47,1,71.86,1,61.51,1,67.38,1,hollow_concrete_block
HDPE,1,32.6,11.8,0.64,fly_ash,1,4.0,22.4,34,7.95,1.51,0.68,1908.9,7.84,0.532,49.9,43.54,0,26.21,0,15.13,0,12.12,0,96.26,1,80.95,1,33.82,0,88.86,1,34.41,0,76.45,1,70.59,1,35.34,0,hollow_concrete_block
Mixed,5,1.9,1.9,0.47,fly_ash,1,8.3,26.8,3,11.6,1.96,0.97,2286.4,1.83,0.913,86.3,72.4,1,51.45,0,31.07,0,22.45,0,100.0,1,67.1,1,56.72,1,85.75,1,50.47,0,66.86,1,50.03,0,65.54,1,hollow_concrete_block
Mixed,5,8.4,2.7,0.56,fibres,3,3.2,32.4,21,9.77,1.28,1.1,2257.5,3.36,0.884,81.3,69.37,1,39.31,0,20.91,0,15.48,0,100.0,1,67.8,1,54.45,0,85.95,1,48.03,0,67.55,1,51.01,0,56.45,1,hollow_concrete_block
HDPE,1,29.0,15.8,0.61,silica_fume,2,29.3,42.7,69,19.39,2.65,2.39,1971.2,5.32,0.54,82.0,69.19,1,41.8,0,31.03,0,24.97,0,100.0,1,79.98,1,65.57,1,88.26,1,60.85,1,80.45,1,69.59,1,57.79,1,hollow_concrete_block
Mixed,5,11.0,13.4,0.61,fly_ash,1,6.2,41.2,88,20.39,2.61,2.42,2196.8,4.75,0.773,91.7,74.51,1,45.62,0,32.53,0,25.98,0,100.0,1,70.46,1,79.15,1,86.39,1,62.19,1,70.41,1,55.15,1,62.87,1,hollow_concrete_block
Mixed,5,9.7,10.0,0.43,none,0,0.0,35.1,58,22.18,3.09,2.4,2242.3,3.58,0.848,91.9,84.12,1,50.15,0,37.35,0,29.68,0,100.0,1,68.56,1,78.94,1,86.05,1,64.57,1,68.38,1,52.22,0,70.76,1,hollow_concrete_block
PVC,3,6.3,15.7,0.6,fibres,3,15.7,32.2,17,10.05,1.14,1.21,2235.3,3.78,0.888,85.1,66.41,1,38.48,0,19.95,0,14.82,0,100.0,1,67.91,1,57.48,1,86.11,1,48.4,0,67.56,1,50.97,0,54.44,0,hollow_concrete_block
LDPE,2,5.6,5.9,0.48,none,0,0.0,48.4,70,25.32,3.99,2.76,2285.0,3.44,0.83,98.3,89.76,1,54.12,0,43.05,0,34.69,0,100.0,1,68.57,1,82.56,1,85.75,1,68.76,1,68.61,1,52.67,0,75.67,1,hollow_concrete_block
PET,0,23.5,7.3,0.54,fibres,3,6.0,71.8,64,16.13,2.63,1.54,2147.4,6.44,0.604,76.0,62.15,1,38.01,0,26.85,0,21.89,0,100.0,1,75.7,1,71.18,1,86.76,1,50.49,0,73.85,1,64.05,1,51.52,0,hollow_concrete_block
PVC,3,10.8,9.9,0.48,fly_ash,1,0.5,34.1,65,23.98,3.12,2.42,2223.9,3.82,0.836,89.8,84.62,1,50.7,0,38.76,0,30.9,0,100.0,1,68.94,1,82.71,1,86.19,1,66.97,1,68.73,1,52.7,0,71.4,1,hollow_concrete_block
PVC,3,8.8,19.0,0.5,fly_ash,1,3.3,63.3,69,22.27,3.2,2.06,2242.1,3.21,0.864,98.0,86.3,1,52.09,0,38.58,0,30.53,0,100.0,1,68.27,1,80.54,1,86.06,1,64.69,1,68.03,1,51.7,0,73.45,1,hollow_concrete_block
LDPE,2,27.6,5.8,0.55,silica_fume,2,22.4,21.2,75,24.88,3.27,2.92,1925.2,4.61,0.55,81.5,79.0,1,47.39,0,38.84,0,31.32,0,100.0,1,80.02,1,71.31,1,88.7,1,68.17,1,80.17,1,69.02,1,66.4,1,hollow_concrete_block
PET,0,9.6,6.0,0.59,fly_ash,1,18.8,78.6,3,8.68,1.2,0.98,2277.0,3.35,0.807,68.9,66.64,1,37.33,0,19.64,0,14.43,0,100.0,1,69.09,1,48.06,0,85.81,1,46.57,0,69.2,1,53.52,0,53.94,0,hollow_concrete_block
HDPE,1,38.3,6.9,0.56,fibres,3,17.0,20.1,27,6.77,0.88,0.49,1825.7,9.8,0.4,52.5,39.12,0,24.01,0,11.69,0,9.14,0,92.01,1,81.91,1,26.58,0,81.18,1,28.07,0,82.41,1,85.95,1,31.73,0,hollow_concrete_block
HDPE,1,4.3,6.5,0.58,silica_fume,2,20.9,36.3,28,22.11,2.93,2.34,2268.7,2.4,0.953,94.4,86.29,1,55.95,1,40.55,0,31.26,0,100.0,1,66.62,1,77.58,1,85.87,1,64.48,1,66.19,1,49.0,0,78.47,1,hollow_concrete_block
Mixed,5,16.1,16.9,0.53,silica_fume,2,2.9,48.3,28,11.69,1.48,1.44,2110.7,4.35,0.73,74.6,63.25,1,36.87,0,21.52,0,16.49,0,100.0,1,72.22,1,60.8,1,87.06,1,50.59,0,72.03,1,57.35,1,51.82,0,hollow_concrete_block
HDPE,1,13.0,17.2,0.46,fly_ash,1,16.0,49.6,58,25.52,3.13,2.47,2166.3,4.09,0.839,90.8,84.52,1,51.13,0,39.86,0,31.86,0,100.0,1,69.36,1,89.65,1,86.62,1,69.03,1,68.92,1,52.84,0,71.59,1,hollow_concrete_block
PP,4,0.7,2.0,0.52,fly_ash,1,6.9,72.0,29,16.86,2.43,1.25,2327.3,2.53,0.968,90.0,79.72,1,50.47,0,33.48,0,25.52,0,100.0,1,65.96,1,63.51,1,85.47,1,57.48,1,65.7,1,48.39,0,72.48,1,hollow_concrete_block
PVC,3,16.5,19.9,0.37,fibres,3,21.6,33.2,30,22.4,3.68,2.33,2227.4,4.08,0.713,87.5,80.88,1,48.47,0,38.14,0,30.91,0,100.0,1,71.66,1,79.24,1,86.16,1,64.87,1,72.02,1,57.64,1,67.93,1,hollow_concrete_block
HDPE,1,14.8,1.2,0.35,fibres,3,3.6,36.8,78,34.59,4.7,2.95,2155.9,4.88,0.858,94.6,86.46,1,57.63,1,51.8,0,42.51,0,100.0,1,69.09,1,98.83,1,86.7,1,75.0,1,68.54,1,52.25,0,79.25,1,hollow_concrete_block
PVC,3,35.7,2.3,0.63,none,0,0.0,25.6,35,5.26,0.5,0.47,2037.9,8.18,0.572,48.0,40.15,0,24.16,0,9.77,0,7.26,0,95.37,1,77.94,1,38.07,0,72.29,1,29.83,0,65.75,1,66.77,1,32.15,0,hollow_concrete_block
PP,4,21.5,12.8,0.58,none,0,0.0,48.6,38,10.92,1.12,1.15,1979.9,6.15,0.714,72.3,54.25,0,32.65,0,18.06,0,13.92,0,100.0,1,73.88,1,49.59,0,88.18,1,44.91,0,71.19,1,58.71,1,44.57,0,hollow_concrete_block
PP,4,6.7,15.3,0.57,fibres,3,24.5,33.0,55,18.34,2.62,1.95,2266.5,2.86,0.78,100.0,81.24,1,50.56,0,34.21,0,26.5,0,100.0,1,69.74,1,72.25,1,85.88,1,59.45,1,69.93,1,54.59,0,71.91,1,hollow_concrete_block
LDPE,2,4.0,10.3,0.42,silica_fume,2,0.0,61.8,48,22.41,2.97,2.39,2291.5,2.19,0.843,93.6,86.85,1,57.85,1,42.01,0,32.2,0,100.0,1,68.27,1,76.24,1,85.71,1,64.88,1,68.29,1,52.2,0,78.95,1,hollow_concrete_block
PVC,3,22.3,3.7,0.57,none,0,0.0,60.0,27,12.86,2.02,1.32,2132.7,5.92,0.724,62.8,57.45,1,34.42,0,22.41,0,17.92,0,100.0,1,72.17,1,61.3,1,86.88,1,48.68,0,70.62,1,57.53,1,47.15,0,hollow_concrete_block
HDPE,1,32.9,5.1,0.36,fly_ash,1,5.9,32.5,19,11.78,1.54,1.57,1915.0,8.42,0.477,58.6,48.87,0,30.0,0,18.8,0,15.05,0,94.79,1,80.89,1,42.87,0,87.8,1,37.88,0,79.18,1,75.76,1,40.23,0,hollow_concrete_block
LDPE,2,18.4,13.4,0.42,fly_ash,1,0.9,63.5,29,13.33,1.9,1.66,2055.6,5.39,0.746,75.6,60.72,1,36.32,0,23.03,0,18.22,0,100.0,1,72.33,1,59.86,1,87.51,1,52.41,0,71.67,1,56.9,1,50.06,0,hollow_concrete_block
LDPE,2,25.1,17.7,0.44,fibres,3,4.6,23.8,23,10.7,2.12,0.81,2034.8,7.0,0.719,61.1,51.03,0,30.88,0,19.81,0,16.12,0,98.81,1,73.2,1,50.27,0,87.69,1,40.93,0,69.17,1,58.21,1,41.77,0,hollow_concrete_block
PVC,3,15.1,3.8,0.36,fly_ash,1,20.5,73.6,16,17.15,2.85,1.34,2158.4,4.52,0.783,80.7,70.76,1,42.03,0,30.17,0,24.26,0,100.0,1,70.56,1,73.68,1,86.68,1,57.87,1,70.32,1,54.92,0,58.61,1,hollow_concrete_block
PET,0,30.6,4.6,0.4,none,0,0.0,46.1,24,10.43,1.28,1.11,2067.3,7.68,0.532,52.6,48.62,0,29.49,0,17.1,0,13.48,0,96.7,1,79.35,1,49.96,0,87.41,1,38.21,0,75.81,1,69.79,1,39.66,0,hollow_concrete_block
LDPE,2,28.5,14.4,0.62,silica_fume,2,26.6,29.4,79,18.92,3.07,1.93,1932.8,4.73,0.516,83.5,70.69,1,42.29,0,32.23,0,26.07,0,100.0,1,80.7,1,62.43,1,88.63,1,60.23,1,82.05,1,71.86,1,59.07,1,hollow_concrete_block
PP,4,26.4,4.7,0.48,fly_ash,1,18.3,67.7,38,14.9,1.95,1.51,1962.9,6.19,0.613,61.3,57.99,1,34.89,0,24.08,0,19.21,0,100.0,1,77.13,1,52.19,0,88.34,1,50.02,0,74.89,1,64.34,1,47.95,0,hollow_concrete_block
LDPE,2,10.4,4.7,0.57,none,0,0.0,31.8,40,13.85,2.35,1.33,2166.1,3.82,0.802,84.2,70.69,1,41.19,0,26.71,0,20.97,0,100.0,1,70.09,1,68.52,1,86.62,1,53.47,0,69.8,1,54.16,0,58.32,1,hollow_concrete_block
PVC,3,30.9,9.6,0.38,none,0,0.0,67.8,19,9.62,1.86,1.19,2051.9,7.85,0.517,57.3,47.71,0,29.06,0,17.67,0,14.35,0,96.23,1,79.49,1,48.72,0,87.54,1,36.61,0,76.54,1,71.17,1,38.9,0,hollow_concrete_block
PET,0,9.2,14.2,0.63,none,0,0.0,53.6,53,15.31,2.37,1.82,2284.7,4.02,0.908,87.6,72.21,1,42.84,0,27.87,0,21.96,0,100.0,1,67.19,1,63.36,1,85.76,1,55.41,1,66.96,1,50.19,0,60.03,1,hollow_concrete_block
Mixed,5,23.2,14.9,0.39,fly_ash,1,16.2,33.9,19,12.44,2.25,1.61,2053.0,6.03,0.683,67.8,56.6,1,34.02,0,22.49,0,18.16,0,100.0,1,74.01,1,56.19,1,87.54,1,47.54,0,72.08,1,59.88,1,46.53,0,hollow_concrete_block
HDPE,1,36.3,10.4,0.53,none,0,0.0,34.5,73,11.56,1.24,1.22,1862.0,8.82,0.473,61.6,48.01,0,29.62,0,17.68,0,14.0,0,93.9,1,81.48,1,39.49,0,87.47,1,36.58,0,79.35,1,76.48,1,39.59,0,hollow_concrete_block
PET,0,13.6,11.0,0.43,silica_fume,2,16.5,69.7,8,18.96,2.67,1.8,2212.7,2.28,0.787,83.5,81.67,1,52.81,0,37.33,0,28.45,0,100.0,1,70.02,1,73.53,1,86.27,1,60.28,1,69.97,1,54.53,0,73.68,1,hollow_concrete_block
PVC,3,19.6,16.8,0.39,fly_ash,1,21.0,25.4,21,17.48,2.9,1.7,2178.4,5.85,0.823,71.5,65.2,1,39.52,0,29.29,0,23.89,0,100.0,1,69.56,1,70.44,1,86.53,1,55.22,1,67.91,1,53.34,0,54.06,0,hollow_concrete_block
PP,4,17.7,8.7,0.54,none,0,0.0,64.3,44,11.87,1.92,1.56,2084.6,5.52,0.796,78.8,58.94,1,35.35,0,21.5,0,17.07,0,100.0,1,70.94,1,60.32,1,87.27,1,49.64,0,69.83,1,54.74,0,48.46,0,hollow_concrete_block
PVC,3,6.6,5.9,0.6,none,0,0.0,22.0,4,7.93,0.9,0.78,2301.1,3.55,0.918,74.1,64.77,1,36.63,0,17.69,0,12.79,0,100.0,1,66.91,1,46.42,0,85.64,1,45.57,0,66.7,1,49.84,0,52.4,0,hollow_concrete_block
PET,0,31.0,14.0,0.61,none,0,0.0,25.0,24,7.78,1.35,0.85,2024.2,7.51,0.582,47.6,44.45,0,26.65,0,14.71,0,11.65,0,97.19,1,77.67,1,41.19,0,87.78,1,35.23,0,73.68,1,66.12,1,35.93,0,hollow_concrete_block
Mixed,5,32.3,11.9,0.37,fly_ash,1,14.4,68.3,59,16.4,2.75,1.74,1964.5,7.38,0.552,68.7,58.3,1,35.84,0,26.89,0,22.12,0,97.58,1,79.52,1,56.7,1,88.33,1,47.16,0,75.69,1,68.66,1,48.49,0,hollow_concrete_block
PP,4,25.9,1.6,0.54,none,0,0.0,63.2,48,9.35,1.74,0.97,1963.9,6.51,0.511,68.9,50.73,0,30.54,0,17.8,0,14.22,0,100.0,1,80.37,1,44.96,0,88.33,1,41.14,0,79.46,1,72.15,1,41.5,0,hollow_concrete_block
LDPE,2,15.2,2.7,0.62,silica_fume,2,22.6,35.6,13,12.41,1.68,1.5,2091.1,2.6,0.729,77.5,71.43,1,43.86,0,26.87,0,19.9,0,100.0,1,72.42,1,61.35,1,87.22,1,51.55,0,72.15,1,57.49,1,64.51,1,hollow_concrete_block
PP,4,32.5,12.2,0.52,fibres,3,8.6,51.3,12,6.81,1.08,0.61,1854.1,8.52,0.633,53.7,41.06,0,24.92,0,12.64,0,9.94,0,94.56,1,77.64,1,28.98,0,83.6,1,30.99,0,68.87,1,63.7,1,33.29,0,hollow_concrete_block
HDPE,1,7.0,15.4,0.5,none,0,0.0,38.8,63,21.36,3.43,1.85,2242.7,2.98,0.837,94.7,85.09,1,51.96,0,38.88,0,30.79,0,100.0,1,68.77,1,78.26,1,86.05,1,63.48,1,68.63,1,52.59,0,74.28,1,hollow_concrete_block
PET,0,20.3,9.6,0.36,none,0,0.0,20.2,36,16.93,2.37,1.7,2134.5,5.51,0.684,78.1,66.0,1,39.88,0,27.69,0,22.21,0,100.0,1,73.23,1,72.14,1,86.87,1,56.45,1,72.91,1,59.46,1,54.75,0,hollow_concrete_block
HDPE,1,15.1,12.9,0.38,silica_fume,2,15.9,44.3,75,45.54,6.62,4.67,2157.3,3.77,0.718,99.5,92.51,1,69.91,1,67.07,1,56.63,1,100.0,1,72.11,1,99.48,1,86.69,1,75.0,1,72.17,1,57.7,1,87.57,1,hollow_concrete_block
PET,0,9.4,3.4,0.43,fly_ash,1,29.7,42.2,9,18.29,2.48,1.27,2252.7,3.75,0.728,82.5,77.74,1,45.46,0,31.6,0,24.84,0,100.0,1,71.07,1,69.3,1,85.98,1,59.39,1,71.45,1,56.85,1,64.3,1,hollow_concrete_block
LDPE,2,12.4,3.8,0.52,none,0,0.0,53.2,8,7.46,1.14,0.7,2134.0,3.8,0.767,75.2,61.19,1,34.75,0,17.33,0,12.79,0,100.0,1,71.13,1,55.57,1,86.6,1,44.95,0,70.72,1,55.66,1,49.59,0,hollow_concrete_block
Mixed,5,18.8,8.4,0.42,fibres,3,18.5,67.2,5,9.7,1.2,0.78,2150.9,5.97,0.777,77.1,54.96,0,33.11,0,17.17,0,13.26,0,100.0,1,70.76,1,60.87,1,86.74,1,44.2,0,68.91,1,55.19,1,44.93,0,hollow_concrete_block
PP,4,31.1,19.1,0.61,fly_ash,1,3.8,23.6,9,5.7,0.5,0.52,1880.1,6.87,0.586,45.0,41.54,0,24.39,0,10.83,0,7.95,0,99.26,1,79.03,1,26.76,0,77.15,1,34.77,0,69.3,1,66.59,1,33.38,0,hollow_concrete_block
PET,0,34.6,5.4,0.51,none,0,0.0,35.7,36,10.69,1.76,1.18,2032.8,7.98,0.574,54.1,48.4,0,29.49,0,18.43,0,14.89,0,95.89,1,77.91,1,48.32,0,87.71,1,37.65,0,73.39,1,66.65,1,39.56,0,hollow_concrete_block
Mixed,5,7.1,19.0,0.5,fly_ash,1,15.5,42.7,27,17.54,2.26,1.57,2275.6,3.37,0.854,80.3,79.65,1,45.93,0,31.1,0,24.12,0,100.0,1,68.19,1,65.85,1,85.82,1,58.39,1,68.11,1,51.89,0,65.69,1,hollow_concrete_block
PP,4,25.9,8.3,0.42,none,0,0.0,28.5,54,14.22,2.35,1.3,1965.6,7.24,0.555,70.3,55.85,1,34.24,0,23.78,0,19.4,0,98.02,1,79.37,1,53.55,0,88.32,1,44.74,0,75.73,1,68.42,1,46.27,0,hollow_concrete_block
PP,4,27.1,14.7,0.51,silica_fume,2,12.2,29.5,34,13.88,2.43,1.79,1981.0,5.51,0.564,74.3,60.34,1,36.14,0,24.79,0,20.0,0,100.0,1,78.83,1,55.11,1,88.17,1,52.38,0,78.66,1,67.65,1,49.86,0,hollow_concrete_block
PVC,3,30.3,3.0,0.57,fibres,3,6.4,38.6,35,9.99,1.65,0.98,2054.1,8.12,0.572,64.6,48.68,0,29.91,0,17.4,0,14.02,0,95.53,1,77.78,1,51.36,0,87.23,1,36.31,0,73.21,1,66.69,1,39.83,0,hollow_concrete_block
PET,0,18.5,1.3,0.47,fibres,3,4.7,76.8,50,19.63,2.49,1.85,2173.6,5.08,0.667,84.7,71.96,1,43.63,0,31.1,0,24.86,0,100.0,1,73.39,1,77.75,1,86.56,1,61.17,1,73.8,1,60.18,1,60.16,1,hollow_concrete_block
LDPE,2,34.7,1.3,0.47,fly_ash,1,21.6,42.1,72,16.32,2.33,1.69,1836.1,8.83,0.424,66.6,54.76,0,34.04,0,25.17,0,20.61,0,93.88,1,81.79,1,46.86,0,87.73,1,42.9,0,83.41,1,82.5,1,45.71,0,hollow_concrete_block
Mixed,5,7.5,4.2,0.61,none,0,0.0,60.1,63,17.84,2.48,1.52,2282.4,3.65,0.854,93.7,78.09,1,46.59,0,31.35,0,24.6,0,100.0,1,68.14,1,69.3,1,85.77,1,58.79,1,68.08,1,51.87,0,65.34,1,hollow_concrete_block
PVC,3,12.3,15.9,0.61,none,0,0.0,66.3,16,9.4,0.93,0.77,2267.3,4.34,0.787,69.2,60.76,1,35.2,0,17.87,0,13.25,0,100.0,1,69.58,1,50.03,0,85.88,1,47.53,0,69.74,1,54.32,0,49.34,0,hollow_concrete_block
LDPE,2,9.7,14.1,0.51,silica_fume,2,9.9,78.3,62,26.71,3.61,2.5,2159.0,3.46,0.903,92.8,90.51,1,54.09,0,43.44,0,34.74,0,100.0,1,68.29,1,92.67,1,86.67,1,70.61,1,67.6,1,50.84,0,76.54,1,hollow_concrete_block
PP,4,33.3,1.7,0.56,none,0,0.0,37.4,84,13.3,1.59,1.28,1858.5,7.82,0.601,67.1,52.42,0,32.2,0,20.69,0,16.5,0,96.31,1,78.71,1,43.55,0,89.37,1,41.6,0,73.33,1,65.69,1,43.43,0,hollow_concrete_block
PET,0,39.7,6.2,0.41,fly_ash,1,6.3,65.9,48,10.61,1.26,1.27,1915.3,8.84,0.477,55.2,46.34,0,28.45,0,16.78,0,13.31,0,93.85,1,80.88,1,40.07,0,86.9,1,35.26,0,78.73,1,75.76,1,38.0,0,hollow_concrete_block
HDPE,1,33.1,5.5,0.44,none,0,0.0,43.7,31,10.14,2.06,1.06,1868.7,7.85,0.447,60.1,47.39,0,28.85,0,18.69,0,15.29,0,96.23,1,81.41,1,37.22,0,89.26,1,37.3,0,82.4,1,79.39,1,38.87,0,hollow_concrete_block
HDPE,1,32.2,2.3,0.56,fibres,3,15.8,63.3,18,8.14,1.48,1.06,1890.0,7.42,0.514,55.2,45.02,0,27.08,0,15.43,0,12.3,0,97.46,1,81.16,1,34.15,0,89.05,1,36.01,0,78.2,1,72.27,1,36.63,0,hollow_concrete_block
PP,4,1.9,19.5,0.42,none,0,0.0,57.9,28,18.67,2.95,1.83,2327.0,2.3,1.012,91.5,82.13,1,53.74,0,37.64,0,28.91,0,100.0,1,65.36,1,66.94,1,85.47,1,59.89,1,64.98,1,47.31,0,74.65,1,hollow_concrete_block
PVC,3,8.7,8.4,0.45,fly_ash,1,1.2,44.4,7,7.56,1.2,0.95,2280.7,3.31,0.813,79.6,66.62,1,37.55,0,18.62,0,13.61,0,100.0,1,68.94,1,48.67,0,85.78,1,45.08,0,69.03,1,53.29,0,54.09,0,hollow_concrete_block
Mixed,5,3.1,2.1,0.58,fibres,3,22.8,39.6,52,20.02,2.76,2.37,2282.8,3.27,0.955,100.0,83.6,1,50.33,0,35.07,0,27.52,0,100.0,1,66.48,1,73.88,1,85.77,1,61.69,1,66.1,1,48.89,0,70.5,1,hollow_concrete_block
PET,0,18.5,10.3,0.47,none,0,0.0,20.6,26,12.29,2.01,1.16,2126.3,5.26,0.68,73.0,60.0,1,35.72,0,22.38,0,17.77,0,100.0,1,73.42,1,62.51,1,86.93,1,51.39,0,73.56,1,59.7,1,49.26,0,hollow_concrete_block
HDPE,1,32.8,19.9,0.36,none,0,0.0,40.1,56,17.67,2.16,1.63,1916.8,7.56,0.454,63.1,58.63,1,36.03,0,26.6,0,21.49,0,97.05,1,80.87,1,53.97,0,88.78,1,48.25,0,81.95,1,78.3,1,48.89,0,hollow_concrete_block
PET,0,22.0,16.8,0.51,none,0,0.0,34.7,51,15.41,2.25,1.4,2136.8,6.57,0.621,67.7,59.8,1,36.43,0,25.09,0,20.27,0,100.0,1,75.19,1,67.1,1,86.85,1,48.96,0,72.93,1,63.01,1,49.44,0,hollow_concrete_block
LDPE,2,18.9,14.2,0.43,silica_fume,2,24.7,55.8,56,30.15,4.19,2.87,2099.3,3.58,0.606,91.6,93.48,1,56.24,1,48.07,0,38.81,0,100.0,1,76.06,1,94.87,1,87.15,1,75.0,1,76.56,1,64.13,1,79.58,1,hollow_concrete_block
PET,0,35.3,13.8,0.47,silica_fume,2,4.0,23.5,42,15.31,2.32,1.67,2042.8,7.69,0.51,60.3,55.86,1,34.28,0,24.58,0,20.05,0,96.67,1,79.58,1,58.32,1,87.62,1,44.69,0,77.22,1,71.85,1,46.23,0,hollow_concrete_block
PP,4,2.8,2.9,0.51,silica_fume,2,3.3,37.5,32,18.76,2.53,1.91,2291.9,2.34,0.9,90.2,81.99,1,53.22,0,36.48,0,27.75,0,100.0,1,67.27,1,69.26,1,85.71,1,60.01,1,67.09,1,50.39,0,74.57,1,hollow_concrete_block
PVC,3,21.2,7.2,0.36,fly_ash,1,22.7,44.4,24,18.23,2.27,1.72,2143.7,5.98,0.729,69.6,65.34,1,39.66,0,28.36,0,22.74,0,100.0,1,71.95,1,72.78,1,86.79,1,55.52,1,70.28,1,57.25,1,54.27,0,hollow_concrete_block
Mixed,5,6.3,4.7,0.53,fly_ash,1,2.2,47.1,45,19.44,3.0,2.05,2275.9,3.26,0.965,93.7,82.78,1,49.24,0,35.12,0,27.72,0,100.0,1,66.39,1,72.43,1,85.82,1,60.92,1,65.95,1,48.66,0,69.85,1,hollow_concrete_block
